"bsn","meal","name","phonenumber","remarks","schoolnumber","wwwaddress","institutionprovider_id","address_id"
"03E12",,"LOGOS-Institut","4749050",,,,"1","230"
"03E14",,"Art of Acting","39792769",,,"http://www.art-of-acting.de","1","231"
"03E15",,"GLS Sprachenzentrum","78008930",,,"http://www.gls-sprachenzentrum.de","1","232"
"03E16",,"Primus Bildungscentren-Schule für Handwerk und Gestaltung","47474742",,,"http://www.eurotrain-berlin.eso.de","1","233"
"03E17",,"Schule für Bildende Kunst und Gestaltung","23185745",,,"http://www.kunstschuleberlin.de","1","234"
"03E18",,"Starter Schauspielschule für Film und Fernsehen","44043284",,,"http://www.starter-schauspielschule.de","1","235"
"03E19",,"Professional Teachers Academy of Dance","33981122",,,,"1","236"
"03E20",,"Internationale WirtschaftsAkademie Berlin","2901972",,,"http://www.iwa-berlin.de","1","237"
"03G01",,"Schule am Hamburger Platz (Grundschule)","9246762",,,"http://www.schule-am-hamburger-platz.de","2","238"
"03G02","Mittagessenversorgung durch den Anbieter LUNA","Heinrich-Roller-Grundschule","4425674",,,"http://www.Heinrich-Roller-Grundschule.de","2","239"
"03G03","Mittagessenversorgung durch den Anbieter 3 Köche","Grundschule am Kollwitzplatz","44377100",,,"http://www.gs-am-Kollwitzplatz.cidsnet.de","2","240"
"03G04",,"Grundschule an der Marie","40301298",,,"http://www.schule-an-der-Marie.de","2","241"
"03G05","Mittagessenversorgung durch den Anbieter LUNA","Homer-Grundschule","4250575",,,"http://www.homer-grundschule.cidsnet.de","2","242"
"03G06",,"Turnvater Jahn-Grundschule","42851032",,,"http://www.tvj.cidsnet.de ","2","243"
"03G08","Mittagessenversorgung","Grundschule am Planetarium","4250874",,,"http://www.gsap.de","2","244"
"03G09",,"Thomas-Mann-Grundschule","4457761",,,"http://www.thomas-mann-grundschule.de","2","245"
"03G10","Mittagessenversorgung durch den Anbieter Sunshine Catering","Grundschule am Hohen Feld","948006220",,,"http://www.schule-amhohenfeld.de","2","246"
"03G11","Mittagessenversorgung durch den Anbieter LUNA","Schule am Falkplatz (Grundschule)","443875010",,,"http://www.schule-am-falkplatz.de","2","247"
"03G12",,"Paul-Lincke-Grundschule","42850876",,,"http://www.paul-lincke.cidsnet.de","2","248"
"03G13","Mittagessenversorgung durch den Anbieter Sunshine Catering","Rudolf-Dörrier-Grundschule","91699480",,,"http://www.rudolfdoerrier-g.cidsnet.de","2","249"
"03G14","Mittagessenversorgung durch den Anbieter Greens Unlimited","Bornholmer Grundschule","4458763",,,"http://www.bornholmer-gs.cidsnet.de","2","250"
"03G15",,"Schule am Senefelderplatz","4468900",,,"http://www.schule-am-senefelderplatz.de","2","251"
"03G16",,"Grundschule am Teutoburger Platz","44358050",,,"http://www.gatp.cidsnet.de","2","252"
"03G17","Mittagessenversorgung","Grundschule am Weißen See","9269462",,,"http://www.gsaws.cidsnet.de","2","253"
"03G18","Mittagessenversorgung","Picasso-Grundschule","9606660",,,"http://www.picasso-grundschule.cidsnet.de","2","254"
"03G20",,"Grundschule im Moselviertel","9250976",,,"http://www.moselschule.cidsnet.de","2","255"
"03G21","Mittagessenversorgung durch den Anbieter LUNA","Grundschule unter den Bäumen","4743325",,,"http://www.gudbaeumen.cidsnet.de","2","256"
"03G22",,"Grundschule am Wasserturm","4720176",,,"http://www.gsamwasserturm.de","2","257"
"03G23","Mittagessenversorgung durch den Anbieter LUNA","Grundschule Alt-Karow","94794970",,,"http://www.grundschule-alt-karow.de","2","258"
"03G24","Mittagessenversorgung durch den Anbieter Gastronomische Versorgungsleistung GmbH","Grundschule im Panketal","94794920",,,"http://www.grundschuleimpanketal.cidsnet.de","2","259"
"03G25","Mittagessenversorgung durch den Anbieter LUNA","Carl-Humann-Grundschule","4441580",,,"http://www.humann-grundschule.cidsnet.de","2","260"
"03G26",,"Arnold-Zweig-Grundschule","49790970",,,"http://www.arnold-zweig-schule.de","2","261"
"03G27","Essenversorgung über Sunshine","Elizabeth-Shaw-Grundschule","49301190",,,"http://shaw-grundschule.de/","2","262"
"03G28",,"Grundschule im Hasengrund","47402940",,,"http://www.berliner-hasengrundschule.de","2","263"
"03G29",,"Grundschule Am Sandhaus","9490046",,,"http://www.sandhaus-schule.cidsnet.de","2","264"
"03G32","Mittagessenversorgung","Grundschule an den Buchen","91699460",,,"http://www.gs-buchen.de","2","265"
"03G33","Mittagessenversorgung durch den Anbieter Menü-Taxi","Jeanne-Barez-Schule (Grundschule)","47498931",,,"http://www.jeanne-barez-schule.de","2","266"
"03G34",,"Mendel-Grundschule","47607910",,,"http://www.mendel-grundschule.cidsnet.de","2","267"
"03G35","Mittagessenversorgung durch Hanold Menü-Service","Platanengrundschule","9131120",,,"http://www.platanengrundschule.cidsnet.de","2","268"
"03G36",,"Elisabeth-Christinen-Grundschule","40058920",,,"http://www.ecg.cidsnet.de","2","269"
"03G37",,"Klecks-Grundschule","47901920",,,"http://www.klecks-grundschule.de","2","270"
"03G38",,"Grundschule im Blumenviertel","42850870",,,"http://www.grundschule-im-blumenviertel.de ","2","271"
"03G39",,"Grundschule Wolkenstein","47901890",,,"http://www.wolkenstein.cidsnet.de","2","272"
"03G40","Mittagessenversorgung durch den Anbieter Gastronomische Versorgungsleistung GmbH","Schule am Birkenhof","474029100",,,"http://www.schule-birkenhof.de","2","273"
"03G41",,"Trelleborg-Schule (Grundschule)","479018611",,,"http://www.trelleborg-schule.de","2","274"
"03G43","Mittagessenversorgung durch den Anbieter Sunshine Catering","Grundschule Wilhelmsruh","91645320",,,"http://www.grundschule43pankow.cidsnet.de","2","275"
"03G44","Mittagessenversorgung durch den Anbieter Sodexo","Georg-Zacharias-Grundschule","92690892",,,"http://44gspankow.be.schule.de","2","276"
"03G45",,"Grundschule im Hofgarten","40301657",,,,"2","252"
"03G46",,"Grundschule im Eliashof","40504800",,,"http://grundschule-im-eliashof.cidsnet.de","2","277"
"03G47",,"47. Schule (Grundschule)","47607930",,,,"2","278"
"03K01","Mittagessenversorgung durch wechselnde Anbieter","Kurt-Schwitters-Schule","42847841",,,"http://www.k-s-o-berlin.de","2","279"
"03K02","Mittagessenversorgung durch den Anbieter Sodexo","Kurt-Tucholsky-Schule (Integrierte Sekundarschule)","4799000",,,"http://kto.be.schule.de","2","280"
"03K03","Frühstück- und Mittagessenversorgung","Konrad-Duden-Schule (Integrierte Sekundarschule)","4450959",,,"http://www.isskd.de","2","281"
"03K04","Mittagessenversorgung durch Pfefferwerk Stadtkultur gGmbH","Gustave-Eiffel-Schule","40043951",,,"http://www.gustave-eiffel-schule.de/","2","217"
"03K05","Mittagessenversorgung durch den Anbieter Sunshine Catering","Heinz-Brandt-Schule","9251208",,,"http://www.heinz-brandt-os.cidsnet.de","2","282"
"03K06","Mittagessenversorgung","Reinhold-Burger-Schule","49979941",,,"http://www.reinhold-burger.cidsnet.de","2","283"
"03K07","Mittagessenversorgung","Tesla-Schule (Gemeinschaftsschule)","4212230",,,"http://www.tesla-schule.de","2","284"
"03K08","Mittagessenversorgung durch den Anbieter Natürlich essen Berlin-Brandenburg UG","Hagenbeck-Schule","96275050",,,"http://www.hagenbeck-os.cidsnet.de","2","285"
"03K09","Mittagessenversorgung durch den Anbieter Sodexo","Janusz-Korczak-Schule (Integrierte Sekundarschule)","47909940",,,"http://j-korczak.cidsnet.de/Joomla/","2","286"
"03K10","Mittagessenversorgung durch den Anbieter Sunshine Catering","Hufeland-Schule","94800610",,,"http://www.hufeland-os.cidsnet.de","2","287"
"03K11","Mittagessenversorgung durch den Anbieter Willert","Wilhelm-von-Humboldt-Schule (Gemeinschaftsschule)","411983970",,,"http://wvh-gemeinschaftsschule.de/","2","288"
"03P02",,"Klax-Grundschule","66654700",,,"http://www.klax-grundschule.de","1","289"
"03P03",,"Freie Evangelische Schulen Berlin","44312370",,,"http://www.fesb.de","1","290"
"03P04",,"Elisabeth-Schulen","96249450",,,"http://www.elisabeth-schulen.de","1","291"
"03P08","Mittagessenversorgung","Katholisches Schulzentrum Edith Stein","4243930",,,"http://www.kses-berlin.de","1","292"
"03P10",,"Katholische Theresienschule (Gymnasium)","9246425",,,"http://www.Theresienschule.de","1","293"
"03P11",,"Stephanus-Schule","96249751",,,"http://www.stephanus-schule.de","1","294"
"03P12",,"Evangelische Schule Pankow (Grundschule)","47498940",,,"http://www.ev-schule-pankow.de","1","295"
"03P13",,"Freie Schule Pankow (Integrierte Sekundarschule)","4733083",,,"http://www.freie-schule-pankow.de","1","296"
"03P14",,"Freie Grundschule Pfefferwerk","44717305",,,"http://www.freie-grundschule.de","1","297"
"03P15",,"AUCOTEAM GmbH","42188661",,,"http://www.aucoteam-berufsfachschule.de","1","298"
"03P17",,"Akademie der Gesundheit","94030611",,,"http://www.gesundheit-akademie.de","1","299"
"03P18","Mittagessenversorgung","BIP-Kreativitätsgrundschule Berlin Pankow","92092220",,,"http://www.bip-kreativ.de","1","300"
"03P20",,"SchuleEins (Gemeinschaftsschule)","475966930",,,"http://www.pankower-fruechtchen.de","1","301"
"03P21",,"Freie Integrative Montessori Grundschule Pankow","50019130",,,"http://www.montessori-pädagogik-pankow.de","1","302"
"03P22",,"Klax-Schule (Integrierte Sekundarschule)","34745160",,,"http://www.klax-schule.de","1","303"
"03P23",,"Freie Naturschule im StadtGUT (Grundschule)","40058301",,,"http://www.freie-naturschule-pankow.de","1","304"
"03P24",,"Ting-Schule (Integrierte Sekundarschule)","47004506",,,"http://www.ting-schule.de","1","305"
"03P26",,"Lauder Beth-Zion Schule (Gemeinschaftsschule)","440131620",,,"http://www.lauderyeshurun.de/de/grundschule","1","306"
"03P27",,"Klax-Fachschule für Erzieher - Elinor-Goldschmied","47796240",,,"http://www.klax-ausbildung.de","1","307"
"03P28",,"Platanus Schule Berlin","490048800",,,"http://www.platanus-schule.de","1","308"
"03P29",,"meco Akademie GmbH","81005828",,,,"1","309"
"03P30",,"Freie Waldorfschule am Prenzlauer Berg","42082010",,,"http://www.schulemachen.com","1","310"
"03P31",,"Berufsfachschule für Sozialassistenz der Chance BJS gGmbH","35304960",,,"http://www.chance-berlin.com","1","298"
"03P32",,"Montessori-Gemeinschaftsschule Berlin-Buch","91146451",,,"http://www.montessori-berlin-buch.de","1","311"
"03P33",,"Evangelische Schule Berlin Buch - Grundschule","31958200",,,"http://www.ev-schule-buch.de","1","311"
"03P34",,"PepperMont-Sekundarschule für ganzheitliches Lernen","44717305",,,,"1","297"
"03S01",,"Schule am Senefelderplatz","4468900",,,"http://www.schule-am-senefelderplatz.de","2","251"
"03S03","Mittagessenversorgung durch den Anbieter LUNA","Helene-Haeusler-Schule","47377641",,,"http://www.helene-haeusler-schule.de","2","312"
"03S06","Mittagessenversorgung durch den Anbieter Gastronomische Versorgungsleistung GmbH","Schule am Birkenhof","474029100",,,"http://www.schule-birkenhof.de","2","273"
"03S07",,"Schule an der Heide","91699470",,,,"2","313"
"03S08",,"Panke-Schule","47607920",,,"http://www.panke.schule-berlin.net","2","314"
"03S09",,"Schule an der Strauchwiese","47607930",,,"http://www.schuleanderstrauchwiese.de","2","278"
"03S10","Mittagessenversorgung","Marianne-Buggenhagen-Schule","9487880",,,"http://www.buggenhagen.cidsnet.de","2","315"
"03Y03","Mittagessenversorgung","Käthe-Kollwitz-Gymnasium","4447671",,,"http://www.kkos.net","2","316"
"03Y04","Mittagessenversorgung durch den Anbieter Sodexo","Heinrich-Schliemann-Gymnasium","4468950",,,"http://www.hsg-berlin.de","2","317"
"03Y08","Mittagessenversorgung","Carl-von-Ossietzky-Gymnasium","49400390",,,"http://www.ossietzky-gym.cidsnet.de","2","318"
"03Y10","Mittagessenversorgung","Rosa-Luxemburg-Gymnasium","91607730",,,"http://www.rlo-berlin.de","2","319"
"03Y13","Mittagessenversorgung","Felix-Mendelssohn-Bartholdy-Gymnasium","4243850",,,"http://www.mendelssohn-bartholdy-gymnasium.de","2","320"
"03Y14","Mittagessenversorgung durch den Anbieter Gastronomische Versorgungsleistung GmbH","Primo-Levi-Gymnasium","9290168111",,,"http://gymnasium-weissensee.cidsnet.de","2","321"
"03Y15","Mittagessenversorgung durch den Anbieter Sunshine Catering","Max-Delbrück-Gymnasium","47596720",,,"http://www.Max-Delbrueck-Gymnasium.de","2","322"
"03Y16","Mittagessenversorgung durch den Anbieter Gastronomische Versorgungsleistung GmbH","Robert-Havemann-Schule (Gymnasium)","94878511",,,"http://www.rhos.de","2","323"
"04A01",,"1. Schulpraktisches Seminar (S) Charlottenburg-Wilmersdorf","902913280",,,,"2","324"
"04A02",,"2. Schulpraktisches Seminar (S) Charlottenburg-Wilmersdorf","902913280",,,,"2","324"
"04A03",,"3. Schulpraktisches Seminar (L) Charlottenburg-Wilmersdorf","902913290",,,,"2","324"
"04A04",,"Charlotte-Wolff-Kolleg","902928825",,,"http://www.charlotte-wolff-kolleg.de","2","325"
"04A06",,"Peter-A.-Silbermann-Schule","89745160",,,"http://www.abendgymnasium.de","2","326"
"04A07",,"4. Schulpraktisches Seminar (L) Charlottenburg-Wilmersdorf","902913290",,,,"2","324"
"04A08","Sportlergerechte Mittagessenversorgung","Poelchau-Schule","22445400",,,"http://www.poelchau-oberschule.de","2","327"
"04A09",,"5. Schulpraktisches Seminar (S) Charlottenburg-Wilmersdorf","902913280",,,,"2","324"
"04B01",,"Loschmidt-Oberschule","34505810",,,"http://www.loschmidt-oberschule.de","2","328"
"04B02","Mittagessenversorgung","OSZ Recht","3030170",,,"http://www.oszrecht.de","2","329"
"04B03",,"OSZ Kraftfahrzeugtechnik","90198600",,,"http://www.osz-kfz.de","2","330"
"04B04",,"Ruth-Cohn-Schule (OSZ Sozialwesen)","34506714",,,"http://www.osz-ruth-cohn.de","2","331"
"04B05",,"Anna-Freud-Oberschule (OSZ Sozialwesen)","36417810",,,"http://www.anna-freud-osz.de/","2","332"
"04B06",,"Leopold-Ullstein-Schule (OSZ Wirtschaft)","85758532",,,"http://www.oszinddv.de","2","333"
"04B07",,"OSZ Körperpflege","8649700",,,"http://www.osz-koerperpflege.de","2","334"
"04B08","keine Mittagessenversorgung, Cafeteria","Kläre-Bloch-Schule","85758939",,,"http://www.klaere-bloch-schule.de","2","335"
"04E01",,"Lichtenberg-Kolleg e.V.","3138121",,,"http://www.Lichtenberg-Kolleg.de","1","336"
"04E02",,"DIDACTICA GmbH","32900880",,,"http://www.didactica-berufsbildung.de","1","337"
"04E03",,"D.U.T. Wirtschaftsfachschule GmbH & Co","8822200",,,"http://www.dut.de","1","338"
"04E04",,"Kosmetikschule Berlin","3240769",,,"http://www.kosmetikschule-berlin.de","1","339"
"04E05",,"Winkels Akademie GmbH","3124126",,,"http://www.medikos-bln.de","1","340"
"04E07",,"Berlitz Sprachschule Berlin Charlottenburg","3239047",,,"http://www.berlitz.de/berlin","1","341"
"04E09",,"Samuel-Hahnemann-Schule","3233050",,,"http://www.samuelhahnemannschule.de","1","342"
"04E10",,"Heilpraktikerfachschule für Aus- und Weiterbildung","3232042",,,,"1","343"
"04E12",,"Schauspielschule Charlottenburg GmbH","34097731",,,"http://www.schauspiel-schule.de","1","344"
"04E13",,"Ballett Centrum Kurfürstendamm Karree Musical Schule","8831175",,,"http://www.ballettcentrum-berlin.de","1","345"
"04E14",,"Hofmeisterschule, Handels- und Sprachschule","8541929",,,"http://www.Hofmeisterschule.de","1","346"
"04E15",,"Rackow-Schulen GmbH","31504243",,,"http://www.rackow-schulen.de","1","347"
"04E17",,"Akademie für Fremdsprachen GmbH","88663393",,,"http://www.akafremd.de","1","348"
"04E20",,"DIE NEUE SCHULE","8730373",,,"http://www.neueschule.de","1","349"
"04E21",,"Deutsche Paracelsus Schulen für Naturheilverfahren GmbH","89092193",,,"http://www.paracelsus.de","1","350"
"04E22",,"Verein zur Förderung des modernen Tanzes e.V.","8263220",,,,"1","351"
"04E24",,"Japanische Ergänzungsschule in Berlin e.V.","8911787",,,"http://www.berlin-hoshuko.de","1","352"
"04E25",,"Griechisches Lyzeum","8532074",,,,"1","353"
"04E27",,"TRANSform Schauspielschule","3242341",,,"http://www.transform-schauspielschule.de","1","354"
"04E28",,"Cimdata.de Medienakademie Berlin","32799131",,,"http://www.cimdata.de","1","355"
"04E30",,"Berlin School of Dance","86397335",,,"http://www.berlinschoolofdance.de","1","356"
"04E31",,"Filmschauspielschule Berlin","31016571",,,"http://www.filmschauspielschule.de","1","357"
"04E32",,"Berlin British School","35109190",,,"http://www.berlinbritishschool.de","1","358"
"04E33",,"SSB Schwedische Schule in Berlin","86495930",,,"http://www.svenskaskolan-berlin.de","1","359"
"04E34",,"König Fahad Akademie Bonn","36409584",,,"http://www.kfa-bonn","1","360"
"04E36",,"Com Fly German Flight Training Organisation GmbH","8236446",,,"http://www.pilotenausbildung.net/com-fly-german-flight-training-organisation-gmbh/","1","361"
"04E38",,"Photoacademy Urbschat GmbH","88097413",,,,"1","362"
"04E40",,"AMD Akademie Mode & Design Berlin","33099760",,,"http://www.amdnet.de","1","363"
"04E41",,"PRESTIGE Kosmetikakademie","91683249",,,"http://www.prestige-akad.de","1","364"
"04E42",,"tanzloft berlin","3245998",,,"http:/www.tanzloftberlin.de","1","365"
"04E43",,"Berlinek Sprachenzentrum","34787266",,,"http://www.berlinek.de","1","366"
"04E44",,"ZFFA gGmbH Zentrum für fotografische Ausbildung","2043788",,,"http://www.zffa.de","1","367"
"04E45",,"comjob GmbH","4437600",,,"http://www.bsd-berlin.de","1","368"
"04E46",,"Grone-Schule Berlin gGmbH","3999580",,,"http://www.grone.de","1","369"
"04E47",,"MediPoint-Schule für Medizin und Altenpflege","36405666",,,"http://www.medipoint-berlin.de","1","370"
"04E48",,"Berliner Schule für Zen Shiatsu","32662832",,,"http://www.zen-shiatsu-schule.de","1","371"
"04E50",,"BBQ","71202044",,,,"1","372"
"04E51",,"CampusHealth Service GmbH","37592162",,,"http://www.campus-health-service.de","1","373"
"04E52",,"Campus & more GmbH","37592162",,,"http://www.campus-and-more.de","1","373"
"04G01","Mittagessenversorgung","Eichendorff-Grundschule","437272270",,,"http://www.eichendorff-grundschule.cidsnet.de","2","374"
"04G02","Mittagessenversorgung durch den Anbieter abw gGmbH","Lietzensee-Grundschule","30830630",,,"http://www.Lietzensee.cidsnet.de","2","375"
"04G04","Mittagessenversorgung","Joan-Miró-Grundschule","902928100",,,"http://www.joan-miro-grundschule.de","2","376"
"04G05","Mittagessenversorgung","Dietrich-Bonhoeffer-Grundschule","303284510",,,"http://www.dietrichbonhoeffergrundschule.cidsnet.de","2","377"
"04G06","Mittagessenversorgung","Wald-Grundschule","902926900",,,"http://wald-grundschule.de","2","378"
"04G07",,"Ludwig-Cauer-Grundschule","902925700",,,"http://www.lcs.cidsnet.de","2","379"
"04G08","Mittagessenversorgung","Mierendorff-Grundschule","902927508",,,"http://www.mierendorff-grundschule.de","2","380"
"04G09","Mittagessenversorgung","Erwin-von-Witzleben-Grundschule","902925380",,,"http://www.unser-erwin.cidsnet.de","2","381"
"04G11",,"Helmuth-James-von-Moltke-Grundschule","348068910",,,"http://www.moltke-grundschule.de","2","382"
"04G12",,"Schinkel-Grundschule","902924001",,,"http://www.esg.cidsnet.de","2","383"
"04G13",,"Nehring-Grundschule","902924300",,,"http://www.nehring-grundschule.de","2","384"
"04G14","Mittagessenversorgung","Reinhold-Otto-Grundschule","902928031",,,"http://www.reinhold-otto.de","2","385"
"04G15","Mittagessenversorgung durch den Anbieter LUNA","Charles-Dickens-Grundschule","30328680",,,"http://www.charles-dickens-gs.de","2","386"
"04G17","Mittagessenversorgung","Johann-Peter-Hebel-Grundschule","860085210",,,"http://www.hebelschule-berlin.de","2","387"
"04G18","Mittagessenversorgung","Ernst-Habermann-Grundschule","85758945",,,"http://www.ernst-habermann.cidsnet.de","2","388"
"04G19",,"Grundschule am Rüdesheimer Platz","902917010",,,"http://www.garp-schule.de","2","389"
"04G20",,"Katharina-Heinroth-Grundschule","890439510",,,"http://katharina-heinroth-grundschule.de","2","390"
"04G21","Mittagessenversorgung","Halensee-Grundschule","8902860",,,"http://www.Halensee-Grundschule.cidsnet.de","2","352"
"04G22",,"Grunewald-Grundschule","89049690",,,"http://www.grunewald-grundschule.de","2","391"
"04G23",,"Alt-Schmargendorf-Grundschule","810567670",,,"http://www.alt-schmargendorf-grundschule.de","2","392"
"04G24","Mittagessenversorgung durch den Anbieter Sodexo","Carl-Orff-Grundschule","902922809",,,"http://www.carl-orff-grundschule.de","2","393"
"04G25",,"Cecilien-Schule (Grundschule)","8639050",,,"http://www.cecilie.cidsnet.de","2","394"
"04G26","Mittagessenversorgung durch den Anbieter LUNA","Birger-Forell-Grundschule","8577180",,,"http://www.birger-forell-grundschule.de","2","395"
"04G27","Mittagessenversorgung","Judith-Kerr-Grundschule","8979940",,,"http://www.judith-kerr-schule.de","2","396"
"04K02","Mittagessenversorgung","Friedensburg-Schule","902917800",,,"http://www.fosbe.de","2","397"
"04K03","Mittagessenversorgung","Robert-Jungk-Schule","8639280",,,"http://www.Robert-Jungk-Oberschule.de","2","398"
"04K04","Mittagessenversorgung","Nelson-Mandela-Schule","86395370",,,"http://www.nelson-mandela-school.net","2","399"
"04K05","Mittagessenversorgung durch den Sport-Club Charlottenburg (SCC) Berlin e.V.","Paula-Fürst-Schule (Gemeinschaftsschule)","902927220",,,"http://www.reformschule-charlottenburg.de","2","400"
"04K06","Mittagessenversorgung","Schule am Schloss (Integrierte Sekundarschule)","902924110",,,"http://www.schule-am-schloss-berlin.de/http://www. schule-am-schloss-berlin.de","2","401"
"04K07","Mittagessenversorgung","Integrierte Sekundarschule Wilmersdorf","860085310",,,"http://www.sekundarschule-wilmersdorf.de","2","402"
"04K08","Mittagessenversorgung","Peter-Ustinov-Schule","30328660",,,"http://www.peter-ustinov-schule.de","2","403"
"04P01",,"Katholische Schule Herz Jesu (Grundschule)","33007010",,,"http://www.herz-jesu-schule.de","1","404"
"04P02",,"Schele-Schule (Grundschule)","3044990",,,"http://www.Schele-Schule.de","1","405"
"04P03",,"Heinz-Galinski-Schule (Grundschule)","3011940",,,,"1","406"
"04P04",,"Katholische Schule Liebfrauen (Gymnasium)","30613013",,,"http://www.KSLiebfrauen.de","1","407"
"04P05","keine Mittagessenversorgung","Evangelische Schule Charlottenburg (Integrierte Sekundarschule)","343571610",,,"http://www.ev-schule-charlottenburg.de","1","408"
"04P07",,"DIDACTICA private kaufmännische Berufsbildungs GmbH","32900880",,,"http://www.didactica.de","1","337"
"04P08",,"AfIB Akademie für Internationale Bildung GmbH","34708754",,,"http://www.afib-berlin.de","1","409"
"04P09",,"IFAG Institut für angewandte Gerontologie","3415034",,,"http://www.ifag-berlin.de","1","409"
"04P10",,"Katholische Schule Sankt Ludwig (Grundschule)","8824867",,,,"1","410"
"04P11",,"Evangelisches Gymnasium zum Grauen Kloster","8254011",,,"http://www.graues-kloster.de","1","411"
"04P12",,"Annie-Heuser-Schule","86393061",,,"http://www.annie-heuser-schule.de","1","412"
"04P15",,"Freie Schule Charlottenburg (Grundschule)","89409930",,,"http://www.freie-schule-charlottenburg.de","1","413"
"04P18",,"Johannes-Schule Berlin","28833788",,,"http://www.johannes-schule-berlin.de","1","414"
"04P20","Mittagessenversorgung in der Kantine der Industrie- und Handelskammer zu Berlin","Rackow-Schulen Berlin","31504243",,,"http://www.rackow-schulen.de","1","347"
"04P21",,"Evangelische Schule Wilmersdorf (Grundschule)","81826980",,,"http://www.evgruwi.de ","1","415"
"04P22","Mittagessenversorgung","Erste Aktivschule Charlottenburg (Grundschule)","30366968",,,"http://www.aktivschule-charlottenburg.de","1","416"
"04P23",,"Jüdische Traditionsschule","32678897",,,"http://www.jschule.de","1","417"
"04P24","Mittagessenversorgung","Moser-Schule (Gymnasium)","30838282",,,"http://www.moserschule.de","1","418"
"04P25","Mittagessenversorgung","Schulen der ASIG Stiftung e.V.","4690540",,,"http://www.asig-berlin.de","1","419"
"04P27","Mittagessenversorgung","Schule am Westend","30355970",,,"http://www.zspr.de","1","420"
"04P34",,"Freie Schule Wilmersdorf (Grundschule)","78893381",,,"http://www.freie-schule-wilmersdorf.de","1","421"
"04P35",,"Galileo Gymnasium","89580599",,,"http://www.galileo-gymnasium.de","1","422"
"04P36","keine Mittagessenversorgung","AIK Fachschulen gGmbH","93693671",,,"http://www.semperschulen.de","1","423"
"04P37",,"Campus Berufsbildung e.V.","4208279010",,,,"1","424"
"04S01","Mittagessenversorgung","Peter-Jordan-Schule","902924330",,,"http://www.peter-jordan-schule.de","2","425"
"04S02","Mittagessenversorgung","Arno-Fuchs-Schule","902913250",,,"http://www.arno-fuchs-schule.cidsnet.de","2","426"
"04S03",,"Helen-Keller-Schule","902925040",,,"http://www.helen-keller-schule.de","2","427"
"04S04",,"Reinfelder-Schule","902925050",,,"http://www.reinfelder-schule.de","2","428"
"04S05",,"Ernst-Adolf-Eschke-Schule für Gehörlose","902925000",,,"http://www.eaeschule.de","2","429"
"04S06",,"Finkenkrug-Schule","8277060",,,,"2","430"
"04S07","Mittagessenversorgung","Comenius-Schule","8649950",,,"http://www.schule-comenius.de","2","431"
"04Y01","Mittagessenversorgung, Caféteria","Schiller-Oberschule","902925920",,,"http://www.sgym.de","2","432"
"04Y02","Mittagessenversorgung durch den Anbieter LUNA","Wald-Oberschule","902926930",,,"http://www.waldoberschule.de","2","433"
"04Y03","Mittagessenversorgung","Sophie-Charlotte-Oberschule","902928600",,,"http://www.scoberlin.de","2","434"
"04Y04","Mittagessenversorgung durch den Anbieter LUNA","Gottfried-Keller-Oberschule","902927310",,,"http://www.gks-berlin.cidsnet.de/conpresso","2","435"
"04Y05","Mittagessenversorgung","Herder-Oberschule","902927800",,,"http://www.herder-oberschule.de/","2","436"
"04Y06","Mittagessenversorgung durch den Anbieter Thomas Warnhoff GmbH","Heinz-Berggruen-Schule (Gymnasium)","902928702",,,"http://www.hbgym.de","2","437"
"04Y07","Mittagessenversorgung","Friedrich-Ebert-Oberschule","8974510",,,"http://feo.schule.de","2","326"
"04Y08","Mittagessenversorgung durch den Anbieter Thomas Warnhoff GmbH","Hildegard-Wegscheider-Oberschule","897454210",,,"http://www.hwos.de","2","438"
"04Y09","Mittagessenversorgung durch die Kantine des Umweltbundesamtes","Walther-Rathenau-Schule (Gymnasium)","8902990",,,"http://www.walther-rathenau-schule.de","2","439"
"04Y10","Mittagessenversorgung","Marie-Curie-Oberschule","859949710",,,"http://www.mco-berlin.de","2","440"
"04Y11","Mittagessenversorgung","Goethe-Gymnasium","8649960",,,"http://www.goethe-gymnasium-berlin.cidsnet.de","2","441"
"05A01",,"1. Schulpraktisches Seminar (S) Spandau","378990010",,,,"2","442"
"05A02",,"2. Schulpraktisches Seminar (L) Spandau","378990020",,,,"2","442"
"05A03",,"Volkshochschule Spandau","902795007",,,"http://www.vhs.berlin.de ","2","443"
"05A04",,"3. Schulpraktisches Seminar (S) Spandau","378990010",,,,"2","442"
"05B01",,"OSZ TIEM (Technische Informatik, Industrieelektronik und EnergieManagement)","3549460",,,"http://www.osztiem.de","2","444"
"05B02",,"Knobelsdorff-Schule (OSZ Bautechnik I)","335030",,,"http://www.knobelsdorff-schule.de","2","445"
"05E01",,"Berliner Sprachenschule","35304960",,,"http://www.berliner-sprachenschule.de","1","446"
"05E02",,"Artaban Schule für künstlerische Therapie","34633081",,,"http://www.artaban-kunsttherapie.de","1","447"
"05E03","keine Mittagessenversorgung","Wichern-Kolleg, Diakonenausbildungsstätte","33609332",,,"http://www.wichernkolleg.de","1","448"
"05G01","Mittagessenversorgung durch die Kita der Petrus Kirche","Ernst-Ludwig-Heim-Grundschule","3393870",,,"http://www.e-l-heim.cidsnet.de","2","449"
"05G02","Mittagessenversorgung für Hortkinder","Grundschule am Eichenwald","36758110",,,"http://www.eichenwaldgrundschule.cidsnet.de","2","450"
