Schuljahr,bsn,Text,Personal_M,Personal_W
2012/13,04G08,Lehrkräfte,5,17
2012/13,04G09,Lehrkräfte,4,17
2012/13,04G09,Studienreferendare und Lehramtsanwärter,1,1
2012/13,04G11,Lehrkräfte,4,20
2012/13,04G11,Studienreferendare und Lehramtsanwärter,1,1
2012/13,04G12,Lehrkräfte,4,30
2012/13,04G12,Studienreferendare und Lehramtsanwärter,0,2
2012/13,04G13,Erzieher(innen),0,1
2012/13,04G13,Lehrkräfte,5,21
2012/13,04G13,Studienreferendare und Lehramtsanwärter,0,3
2012/13,04G14,Erzieher(innen),1,0
2012/13,04G14,Lehrkräfte,4,22
2012/13,04G15,Erzieher(innen),1,19
2012/13,04G15,Lehrkräfte,4,32
2012/13,04G15,Päd. Mitarbeiter(innen) / Unterrichtshilfen,0,1
2012/13,04G15,Studienreferendare und Lehramtsanwärter,0,1
2012/13,04G17,Erzieher(innen),3,18
2012/13,04G17,Lehrkräfte,5,31
2012/13,04G17,Studienreferendare und Lehramtsanwärter,0,1
2012/13,04G18,Lehrkräfte,3,13
2012/13,04G18,Studienreferendare und Lehramtsanwärter,0,1
2012/13,04G19,Erzieher(innen),3,24
2012/13,04G19,Lehrkräfte,9,39
2012/13,04G19,Studienreferendare und Lehramtsanwärter,0,2
2012/13,04G20,Erzieher(innen),0,21
2012/13,04G20,Lehrkräfte,6,37
2012/13,04G20,Studienreferendare und Lehramtsanwärter,0,1
2012/13,04G21,Lehrkräfte,2,23
2012/13,04G21,Studienreferendare und Lehramtsanwärter,0,1
2012/13,04G22,Erzieher(innen),0,1
2012/13,04G22,Lehrkräfte,4,21
2012/13,04G23,Erzieher(innen),3,9
2012/13,04G23,Lehrkräfte,3,18
2012/13,04G23,Studienreferendare und Lehramtsanwärter,0,1
2012/13,04G24,Erzieher(innen),0,1
2012/13,04G24,Lehrkräfte,7,20
2012/13,04G24,Studienreferendare und Lehramtsanwärter,0,3
2012/13,04G25,Erzieher(innen),0,1
2012/13,04G25,Lehrkräfte,4,20
2012/13,04G25,Studienreferendare und Lehramtsanwärter,0,3
2012/13,04G26,Erzieher(innen),2,15
2012/13,04G26,Lehrkräfte,1,30
2012/13,04G26,Studienreferendare und Lehramtsanwärter,0,2
2012/13,04G27,Erzieher(innen),2,16
2012/13,04G27,Lehrkräfte,3,31
2012/13,04G27,Studienreferendare und Lehramtsanwärter,0,1
2012/13,04K02,Erzieher(innen),2,4
2012/13,04K02,Lehrkräfte,36,66
2012/13,04K02,Päd. Mitarbeiter(innen) / Unterrichtshilfen,0,3
2012/13,04K02,Studienreferendare und Lehramtsanwärter,1,4
2012/13,04K03,Erzieher(innen),1,3
2012/13,04K03,Lehrkräfte,33,52
2012/13,04K03,Päd. Mitarbeiter(innen) / Unterrichtshilfen,1,1
2012/13,04K03,Studienreferendare und Lehramtsanwärter,1,7
2012/13,04K04,Erzieher(innen),2,22
2012/13,04K04,Lehrkräfte,27,83
2012/13,04K04,Päd. Mitarbeiter(innen) / Unterrichtshilfen,0,1
2012/13,04K04,Studienreferendare und Lehramtsanwärter,0,5
2012/13,04K05,Lehrkräfte,17,43
2012/13,04K05,Studienreferendare und Lehramtsanwärter,1,3
2012/13,04K06,Lehrkräfte,15,35
2012/13,04K06,Studienreferendare und Lehramtsanwärter,0,4
2012/13,04K07,Lehrkräfte,29,53
2012/13,04K07,Studienreferendare und Lehramtsanwärter,1,5
2012/13,04K08,Lehrkräfte,16,32
2012/13,04K08,Studienreferendare und Lehramtsanwärter,2,1
2012/13,04S01,Erzieher(innen),0,6
2012/13,04S01,Lehrkräfte,4,26
2012/13,04S01,Studienreferendare und Lehramtsanwärter,0,2
2012/13,04S02,Erzieher(innen),3,2
2012/13,04S02,Lehrkräfte,5,23
2012/13,04S02,Päd. Mitarbeiter(innen) / Unterrichtshilfen,3,30
2012/13,04S02,Studienreferendare und Lehramtsanwärter,1,3
2012/13,04S03,Erzieher(innen),0,7
2012/13,04S03,Lehrkräfte,7,20
2012/13,04S03,Studienreferendare und Lehramtsanwärter,0,2
2012/13,04S04,Lehrkräfte,7,39
2012/13,04S04,Studienreferendare und Lehramtsanwärter,1,1
2012/13,04S05,Erzieher(innen),0,1
2012/13,04S05,Lehrkräfte,10,40
2012/13,04S05,Päd. Mitarbeiter(innen) / Unterrichtshilfen,0,5
2012/13,04S05,Studienreferendare und Lehramtsanwärter,1,3
2012/13,04S06,Lehrkräfte,5,19
2012/13,04S06,Päd. Mitarbeiter(innen) / Unterrichtshilfen,7,26
2012/13,04S06,Studienreferendare und Lehramtsanwärter,2,3
2012/13,04S07,Lehrkräfte,23,73
2012/13,04S07,Studienreferendare und Lehramtsanwärter,0,2
2012/13,04Y01,Lehrkräfte,26,57
2012/13,04Y01,Päd. Mitarbeiter(innen) / Unterrichtshilfen,0,1
2012/13,04Y01,Studienreferendare und Lehramtsanwärter,4,7
2012/13,04Y02,Lehrkräfte,23,35
2012/13,04Y02,Studienreferendare und Lehramtsanwärter,4,10
2012/13,04Y03,Lehrkräfte,26,44
2012/13,04Y03,Päd. Mitarbeiter(innen) / Unterrichtshilfen,0,1
2012/13,04Y03,Studienreferendare und Lehramtsanwärter,3,4
2012/13,04Y04,Lehrkräfte,18,35
2012/13,04Y04,Studienreferendare und Lehramtsanwärter,4,7
2012/13,04Y05,Lehrkräfte,24,32
2012/13,04Y05,Studienreferendare und Lehramtsanwärter,2,8
2012/13,04Y06,Lehrkräfte,32,46
2012/13,04Y06,Studienreferendare und Lehramtsanwärter,3,3
2012/13,04Y07,Lehrkräfte,29,33
2012/13,04Y07,Studienreferendare und Lehramtsanwärter,1,8
2012/13,04Y08,Lehrkräfte,23,24
2012/13,04Y08,Studienreferendare und Lehramtsanwärter,3,4
2012/13,04Y09,Lehrkräfte,19,29
2012/13,04Y09,Päd. Mitarbeiter(innen) / Unterrichtshilfen,1,0
2012/13,04Y09,Studienreferendare und Lehramtsanwärter,2,9
2012/13,04Y10,Lehrkräfte,18,46
2012/13,04Y10,Studienreferendare und Lehramtsanwärter,5,6
2012/13,04Y11,Lehrkräfte,26,31
2012/13,04Y11,Päd. Mitarbeiter(innen) / Unterrichtshilfen,1,0
2012/13,04Y11,Studienreferendare und Lehramtsanwärter,4,5
2012/13,05A03,Lehrkräfte,5,3
2012/13,05B01,Lehrkräfte,65,26
2012/13,05B01,Päd. Mitarbeiter(innen) / Unterrichtshilfen,1,0
2012/13,05B01,Studienreferendare und Lehramtsanwärter,0,1
2012/13,05B02,Lehrkräfte,119,28
2012/13,05B02,Päd. Mitarbeiter(innen) / Unterrichtshilfen,1,0
2012/13,05B02,Studienreferendare und Lehramtsanwärter,2,2
2012/13,05G01,Lehrkräfte,5,24
2012/13,05G01,Studienreferendare und Lehramtsanwärter,0,1
2012/13,05G02,Lehrkräfte,2,23
2012/13,05G02,Studienreferendare und Lehramtsanwärter,1,0
2012/13,05G03,Lehrkräfte,1,21
2012/13,05G03,Studienreferendare und Lehramtsanwärter,0,1
2012/13,05G04,Erzieher(innen),1,9
2012/13,05G04,Lehrkräfte,5,15
2012/13,05G04,Studienreferendare und Lehramtsanwärter,0,1
2012/13,05G05,Erzieher(innen),0,11
2012/13,05G05,Lehrkräfte,5,26
2012/13,05G05,Studienreferendare und Lehramtsanwärter,0,1
2012/13,05G06,Lehrkräfte,4,25
2012/13,05G06,Studienreferendare und Lehramtsanwärter,0,2
2012/13,05G07,Lehrkräfte,7,24
2012/13,05G07,Studienreferendare und Lehramtsanwärter,0,2
2012/13,05G08,Erzieher(innen),1,10
2012/13,05G08,Lehrkräfte,7,18
2012/13,05G08,Studienreferendare und Lehramtsanwärter,0,3
2012/13,05G09,Lehrkräfte,2,11
2012/13,05G10,Erzieher(innen),0,13
2012/13,05G10,Lehrkräfte,5,22
2012/13,05G10,Studienreferendare und Lehramtsanwärter,0,1
2012/13,05G11,Lehrkräfte,6,30
2012/13,05G11,Studienreferendare und Lehramtsanwärter,0,1
2012/13,05G12,Lehrkräfte,5,16
2012/13,05G13,Erzieher(innen),2,13
2012/13,05G13,Lehrkräfte,4,27
2012/13,05G13,Studienreferendare und Lehramtsanwärter,0,2
2012/13,05G14,Erzieher(innen),2,13
2012/13,05G14,Lehrkräfte,4,32
2012/13,05G14,Studienreferendare und Lehramtsanwärter,0,1
2012/13,05G15,Lehrkräfte,1,23
2012/13,05G15,Studienreferendare und Lehramtsanwärter,0,1
2012/13,05G16,Lehrkräfte,2,16
2012/13,05G17,Erzieher(innen),0,13
2012/13,05G17,Lehrkräfte,3,27
2012/13,05G17,Studienreferendare und Lehramtsanwärter,0,3
2012/13,05G18,Erzieher(innen),1,14
2012/13,05G18,Lehrkräfte,8,32
2012/13,05G18,Studienreferendare und Lehramtsanwärter,0,2
2012/13,05G19,Erzieher(innen),1,10
2012/13,05G19,Lehrkräfte,3,18
2012/13,05G19,Studienreferendare und Lehramtsanwärter,0,1
2012/13,05G20,Lehrkräfte,3,21
2012/13,05G21,Erzieher(innen),1,16
2012/13,05G21,Lehrkräfte,3,23
2012/13,05G22,Erzieher(innen),3,23
2012/13,05G22,Lehrkräfte,4,27
2012/13,05G22,Studienreferendare und Lehramtsanwärter,0,1
2012/13,05G23,Erzieher(innen),1,11
2012/13,05G23,Lehrkräfte,3,20
2012/13,05G23,Studienreferendare und Lehramtsanwärter,0,1
2012/13,05G24,Lehrkräfte,3,17
2012/13,05G25,Erzieher(innen),1,7
2012/13,05G25,Lehrkräfte,1,11
2012/13,05G25,Studienreferendare und Lehramtsanwärter,1,0
2012/13,05G26,Erzieher(innen),1,11
2012/13,05G26,Lehrkräfte,3,29
2012/13,05G27,Erzieher(innen),3,15
2012/13,05G27,Lehrkräfte,2,32
2012/13,05G27,Studienreferendare und Lehramtsanwärter,1,0
2012/13,05G28,Lehrkräfte,3,19
2012/13,05G28,Studienreferendare und Lehramtsanwärter,0,1
2012/13,05G29,Lehrkräfte,1,26
2012/13,05K01,Erzieher(innen),1,2
2012/13,05K01,Lehrkräfte,38,51
2012/13,05K01,Päd. Mitarbeiter(innen) / Unterrichtshilfen,0,1
2012/13,05K01,Studienreferendare und Lehramtsanwärter,5,7
2012/13,05K02,Erzieher(innen),0,3
2012/13,05K02,Lehrkräfte,27,53
2012/13,05K02,Päd. Mitarbeiter(innen) / Unterrichtshilfen,1,1
2012/13,05K02,Studienreferendare und Lehramtsanwärter,1,10
2012/13,05K03,Erzieher(innen),1,2
2012/13,05K03,Lehrkräfte,43,55
2012/13,05K03,Päd. Mitarbeiter(innen) / Unterrichtshilfen,2,0
2012/13,05K03,Studienreferendare und Lehramtsanwärter,4,8
2012/13,05K04,Erzieher(innen),1,0
2012/13,05K04,Lehrkräfte,30,43
2012/13,05K04,Päd. Mitarbeiter(innen) / Unterrichtshilfen,1,1
2012/13,05K04,Studienreferendare und Lehramtsanwärter,2,3
2012/13,05K05,Lehrkräfte,15,29
2012/13,05K05,Päd. Mitarbeiter(innen) / Unterrichtshilfen,1,0
2012/13,05K05,Studienreferendare und Lehramtsanwärter,0,3
2012/13,05K06,Lehrkräfte,19,42
2012/13,05K06,Studienreferendare und Lehramtsanwärter,1,2
2012/13,05K07,Lehrkräfte,18,40
2012/13,05K08,Lehrkräfte,16,54
2012/13,05K08,Studienreferendare und Lehramtsanwärter,1,3
2012/13,05K09,Lehrkräfte,10,26
2012/13,05S01,Lehrkräfte,2,14
2012/13,05S01,Studienreferendare und Lehramtsanwärter,0,1
2012/13,05S02,Lehrkräfte,1,9
2012/13,05S02,Studienreferendare und Lehramtsanwärter,0,1
2012/13,05S03,Lehrkräfte,3,24
2012/13,05S03,Päd. Mitarbeiter(innen) / Unterrichtshilfen,4,30
2012/13,05S03,Studienreferendare und Lehramtsanwärter,0,1
2012/13,05S04,Erzieher(innen),2,11
2012/13,05S04,Lehrkräfte,3,30
2012/13,05S04,Päd. Mitarbeiter(innen) / Unterrichtshilfen,3,10
2012/13,05S04,Studienreferendare und Lehramtsanwärter,0,4
2012/13,05Y01,Lehrkräfte,34,56
2012/13,05Y01,Päd. Mitarbeiter(innen) / Unterrichtshilfen,0,1
2012/13,05Y01,Studienreferendare und Lehramtsanwärter,7,10
2012/13,05Y02,Lehrkräfte,20,32
2012/13,05Y02,Studienreferendare und Lehramtsanwärter,2,8
2012/13,05Y03,Lehrkräfte,30,56
2012/13,05Y03,Studienreferendare und Lehramtsanwärter,4,4
2012/13,05Y04,Lehrkräfte,14,26
2012/13,05Y04,Studienreferendare und Lehramtsanwärter,6,7
2012/13,05Y05,Lehrkräfte,20,38
2012/13,05Y05,Studienreferendare und Lehramtsanwärter,6,6
2012/13,06A05,Lehrkräfte,7,9
2012/13,06A05,Päd. Mitarbeiter(innen) / Unterrichtshilfen,0,1
2012/13,06A05,Studienreferendare und Lehramtsanwärter,0,1
2012/13,06B01,Lehrkräfte,32,49
2012/13,06B01,Päd. Mitarbeiter(innen) / Unterrichtshilfen,0,1
2012/13,06B01,Studienreferendare und Lehramtsanwärter,6,9
2012/13,06B02,Lehrkräfte,74,85
2012/13,06B02,Studienreferendare und Lehramtsanwärter,2,7
2012/13,06B03,Lehrkräfte,26,45
2012/13,06B03,Studienreferendare und Lehramtsanwärter,1,1
2012/13,06B04,Lehrkräfte,52,45
2012/13,06B04,Päd. Mitarbeiter(innen) / Unterrichtshilfen,0,1
2012/13,06B04,Studienreferendare und Lehramtsanwärter,0,1
2012/13,06G01,Erzieher(innen),2,12
2012/13,06G01,Lehrkräfte,2,28
2012/13,06G01,Studienreferendare und Lehramtsanwärter,0,2
2012/13,06G02,Erzieher(innen),1,9
2012/13,06G02,Lehrkräfte,3,21
2012/13,06G02,Studienreferendare und Lehramtsanwärter,0,1
2012/13,06G03,Erzieher(innen),0,11
2012/13,06G03,Lehrkräfte,4,22
2012/13,06G03,Studienreferendare und Lehramtsanwärter,0,2
2012/13,06G04,Erzieher(innen),0,10
2012/13,06G04,Lehrkräfte,2,22
2012/13,06G04,Studienreferendare und Lehramtsanwärter,0,2
2012/13,06G05,Erzieher(innen),0,9
2012/13,06G05,Lehrkräfte,4,21
2012/13,06G06,Lehrkräfte,6,39
2012/13,06G06,Studienreferendare und Lehramtsanwärter,0,5
2012/13,06G07,Erzieher(innen),1,12
2012/13,06G07,Lehrkräfte,3,23
2012/13,06G07,Studienreferendare und Lehramtsanwärter,0,2
2012/13,06G08,Erzieher(innen),1,14
2012/13,06G08,Lehrkräfte,3,27
2012/13,06G08,Studienreferendare und Lehramtsanwärter,0,2
2012/13,06G09,Lehrkräfte,2,15
2012/13,06G09,Studienreferendare und Lehramtsanwärter,0,2
2012/13,06G10,Erzieher(innen),2,14
2012/13,06G10,Lehrkräfte,2,18
2012/13,06G11,Erzieher(innen),1,11
2012/13,06G11,Lehrkräfte,1,29
2012/13,06G11,Studienreferendare und Lehramtsanwärter,0,2
2012/13,06G12,Erzieher(innen),0,2
2012/13,06G12,Lehrkräfte,7,24
2012/13,06G13,Erzieher(innen),1,8
2012/13,06G13,Lehrkräfte,4,13
2012/13,06G13,Studienreferendare und Lehramtsanwärter,0,3
2012/13,06G14,Lehrkräfte,2,35
2012/13,06G14,Päd. Mitarbeiter(innen) / Unterrichtshilfen,1,0
2012/13,06G14,Studienreferendare und Lehramtsanwärter,0,2
2012/13,06G15,Erzieher(innen),0,15
2012/13,06G15,Lehrkräfte,3,29
2012/13,06G15,Päd. Mitarbeiter(innen) / Unterrichtshilfen,0,1
2012/13,06G15,Studienreferendare und Lehramtsanwärter,0,2
2012/13,06G16,Erzieher(innen),0,1
2012/13,06G16,Lehrkräfte,1,26
2012/13,06G16,Studienreferendare und Lehramtsanwärter,0,1
2012/13,06G17,Lehrkräfte,5,26
2012/13,06G17,Studienreferendare und Lehramtsanwärter,0,3
2012/13,06G18,Erzieher(innen),0,7
2012/13,06G18,Lehrkräfte,5,20
2012/13,06G18,Studienreferendare und Lehramtsanwärter,0,2
2012/13,06G19,Lehrkräfte,1,20
2012/13,06G20,Erzieher(innen),1,14
2012/13,06G20,Lehrkräfte,2,33
2012/13,06G20,Studienreferendare und Lehramtsanwärter,0,2
2012/13,06G21,Erzieher(innen),2,12
2012/13,06G21,Lehrkräfte,6,22
2012/13,06G21,Studienreferendare und Lehramtsanwärter,1,1
2012/13,06G22,Lehrkräfte,2,20
2012/13,06G22,Studienreferendare und Lehramtsanwärter,0,1
2012/13,06G23,Erzieher(innen),1,16
2012/13,06G23,Lehrkräfte,3,31
2012/13,06G23,Studienreferendare und Lehramtsanwärter,1,2
2012/13,06G24,Erzieher(innen),1,11
2012/13,06G24,Lehrkräfte,7,23
2012/13,06G24,Studienreferendare und Lehramtsanwärter,1,1
2012/13,06G25,Erzieher(innen),0,1
2012/13,06G25,Lehrkräfte,3,26
2012/13,06G25,Studienreferendare und Lehramtsanwärter,0,2
2012/13,06G26,Erzieher(innen),0,10
2012/13,06G26,Lehrkräfte,0,21
2012/13,06G26,Studienreferendare und Lehramtsanwärter,1,1
2012/13,06G27,Erzieher(innen),0,12
2012/13,06G27,Lehrkräfte,3,17
2012/13,06G27,Studienreferendare und Lehramtsanwärter,0,1
2012/13,06G28,Lehrkräfte,3,16
2012/13,06G28,Studienreferendare und Lehramtsanwärter,0,1
2012/13,06G29,Lehrkräfte,7,24
2012/13,06G29,Studienreferendare und Lehramtsanwärter,0,3
2012/13,06G30,Erzieher(innen),0,9
2012/13,06G30,Lehrkräfte,3,25
2012/13,06G30,Studienreferendare und Lehramtsanwärter,0,2
2012/13,06G31,Lehrkräfte,6,26
2012/13,06G31,Studienreferendare und Lehramtsanwärter,0,3
2012/13,06K01,Lehrkräfte,61,96
2012/13,06K01,Päd. Mitarbeiter(innen) / Unterrichtshilfen,0,4
2012/13,06K01,Studienreferendare und Lehramtsanwärter,1,4
2012/13,06K02,Erzieher(innen),0,2
2012/13,06K02,Lehrkräfte,35,64
2012/13,06K02,Päd. Mitarbeiter(innen) / Unterrichtshilfen,1,2
2012/13,06K02,Studienreferendare und Lehramtsanwärter,6,8
2012/13,06K03,Erzieher(innen),1,2
2012/13,06K03,Lehrkräfte,26,45
2012/13,06K03,Päd. Mitarbeiter(innen) / Unterrichtshilfen,3,1
2012/13,06K03,Studienreferendare und Lehramtsanwärter,3,3
2012/13,06K04,Erzieher(innen),0,3
2012/13,06K04,Lehrkräfte,40,42
2012/13,06K04,Päd. Mitarbeiter(innen) / Unterrichtshilfen,1,1
2012/13,06K04,Studienreferendare und Lehramtsanwärter,6,9
2012/13,06K06,Lehrkräfte,14,24
2012/13,06K06,Studienreferendare und Lehramtsanwärter,2,0
2012/13,06K08,Lehrkräfte,13,21
2012/13,06K08,Studienreferendare und Lehramtsanwärter,2,1
2012/13,06K09,Lehrkräfte,27,41
2012/13,06K09,Päd. Mitarbeiter(innen) / Unterrichtshilfen,0,1
2012/13,06K09,Studienreferendare und Lehramtsanwärter,1,2
2012/13,06K10,Lehrkräfte,26,41
2012/13,06K10,Päd. Mitarbeiter(innen) / Unterrichtshilfen,0,1
2012/13,06K10,Studienreferendare und Lehramtsanwärter,2,3
2012/13,06S01,Erzieher(innen),1,8
2012/13,06S01,Lehrkräfte,4,39
2012/13,06S01,Päd. Mitarbeiter(innen) / Unterrichtshilfen,0,2
2012/13,06S01,Studienreferendare und Lehramtsanwärter,1,2
2012/13,06S02,Erzieher(innen),2,8
2012/13,06S02,Lehrkräfte,9,43
2012/13,06S02,Päd. Mitarbeiter(innen) / Unterrichtshilfen,5,16
2012/13,06S02,Studienreferendare und Lehramtsanwärter,0,5
2012/13,06S03,Lehrkräfte,2,17
2012/13,06S03,Päd. Mitarbeiter(innen) / Unterrichtshilfen,7,23
2012/13,06S03,Studienreferendare und Lehramtsanwärter,0,1
2012/13,06S04,Lehrkräfte,2,20
2012/13,06S05,Erzieher(innen),0,5
2012/13,06S05,Lehrkräfte,13,28
2012/13,06S05,Päd. Mitarbeiter(innen) / Unterrichtshilfen,4,12
2012/13,06S05,Studienreferendare und Lehramtsanwärter,0,3
2012/13,06Y01,Lehrkräfte,25,50
2012/13,06Y01,Studienreferendare und Lehramtsanwärter,4,12
2012/13,06Y02,Lehrkräfte,20,45
2012/13,06Y02,Studienreferendare und Lehramtsanwärter,7,7
2012/13,06Y03,Lehrkräfte,24,44
2012/13,06Y03,Päd. Mitarbeiter(innen) / Unterrichtshilfen,0,1
2012/13,06Y03,Studienreferendare und Lehramtsanwärter,5,7
2012/13,06Y04,Lehrkräfte,18,32
2012/13,06Y04,Päd. Mitarbeiter(innen) / Unterrichtshilfen,0,1
2012/13,06Y04,Studienreferendare und Lehramtsanwärter,2,3
2012/13,06Y05,Lehrkräfte,31,48
2012/13,06Y05,Päd. Mitarbeiter(innen) / Unterrichtshilfen,0,1
2012/13,06Y05,Studienreferendare und Lehramtsanwärter,4,5
2012/13,06Y06,Lehrkräfte,30,45
2012/13,06Y06,Studienreferendare und Lehramtsanwärter,2,4
2012/13,06Y07,Lehrkräfte,21,26
2012/13,06Y07,Studienreferendare und Lehramtsanwärter,6,4
2012/13,06Y08,Lehrkräfte,22,32
2012/13,06Y08,Päd. Mitarbeiter(innen) / Unterrichtshilfen,0,1
2012/13,06Y08,Studienreferendare und Lehramtsanwärter,2,6
2012/13,06Y09,Lehrkräfte,22,41
2012/13,06Y09,Studienreferendare und Lehramtsanwärter,2,6
2012/13,06Y10,Lehrkräfte,21,44
2012/13,06Y10,Studienreferendare und Lehramtsanwärter,4,4
2012/13,06Y11,Lehrkräfte,28,43
2012/13,06Y11,Päd. Mitarbeiter(innen) / Unterrichtshilfen,1,0
2012/13,06Y11,Studienreferendare und Lehramtsanwärter,4,7
2012/13,06Y12,Lehrkräfte,23,31
2012/13,06Y12,Studienreferendare und Lehramtsanwärter,0,6
2012/13,06Y13,Lehrkräfte,38,47
2012/13,06Y13,Studienreferendare und Lehramtsanwärter,4,5
2012/13,07A05,Lehrkräfte,18,30
2012/13,07A06,Lehrkräfte,2,7
2012/13,07B01,Lehrkräfte,19,33
2012/13,07B01,Studienreferendare und Lehramtsanwärter,1,1
2012/13,07B02,Lehrkräfte,10,38
2012/13,07B03,Lehrkräfte,54,89
2012/13,07B03,Päd. Mitarbeiter(innen) / Unterrichtshilfen,0,1
2012/13,07B03,Studienreferendare und Lehramtsanwärter,2,7
2012/13,07G01,Erzieher(innen),2,19
2012/13,07G01,Lehrkräfte,4,32
2012/13,07G01,Päd. Mitarbeiter(innen) / Unterrichtshilfen,0,1
2012/13,07G01,Studienreferendare und Lehramtsanwärter,0,1
2012/13,07G02,Erzieher(innen),3,24
2012/13,07G02,Lehrkräfte,6,45
2012/13,07G03,Erzieher(innen),6,17
2012/13,07G03,Lehrkräfte,7,28
2012/13,07G03,Päd. Mitarbeiter(innen) / Unterrichtshilfen,0,1
2012/13,07G03,Studienreferendare und Lehramtsanwärter,0,2
2012/13,07G05,Lehrkräfte,4,28
2012/13,07G05,Studienreferendare und Lehramtsanwärter,0,1
2012/13,07G06,Lehrkräfte,1,20
2012/13,07G07,Erzieher(innen),0,1
2012/13,07G07,Lehrkräfte,3,20
2012/13,07G07,Studienreferendare und Lehramtsanwärter,0,2
2012/13,07G10,Erzieher(innen),2,26
2012/13,07G10,Lehrkräfte,3,33
2012/13,07G10,Studienreferendare und Lehramtsanwärter,1,0
2012/13,07G12,Lehrkräfte,7,25
2012/13,07G12,Studienreferendare und Lehramtsanwärter,0,2
2012/13,07G13,Erzieher(innen),2,3
2012/13,07G13,Lehrkräfte,6,19
2012/13,07G13,Studienreferendare und Lehramtsanwärter,1,0
2012/13,07G14,Erzieher(innen),4,10
2012/13,07G14,Lehrkräfte,7,19
2012/13,07G14,Studienreferendare und Lehramtsanwärter,0,1
2012/13,07G15,Erzieher(innen),0,2
2012/13,07G15,Lehrkräfte,5,39
2012/13,07G15,Päd. Mitarbeiter(innen) / Unterrichtshilfen,1,12
2012/13,07G16,Erzieher(innen),0,17
2012/13,07G16,Lehrkräfte,2,26
2012/13,07G16,Studienreferendare und Lehramtsanwärter,0,3
2012/13,07G17,Lehrkräfte,11,19
2012/13,07G18,Lehrkräfte,3,27
2012/13,07G18,Päd. Mitarbeiter(innen) / Unterrichtshilfen,0,1
2012/13,07G18,Studienreferendare und Lehramtsanwärter,0,1
2012/13,07G19,Erzieher(innen),3,10
2012/13,07G19,Lehrkräfte,5,24
2012/13,07G19,Studienreferendare und Lehramtsanwärter,0,1
2012/13,07G20,Lehrkräfte,3,34
2012/13,07G20,Studienreferendare und Lehramtsanwärter,1,2
2012/13,07G21,Erzieher(innen),0,1
2012/13,07G21,Lehrkräfte,4,26
2012/13,07G21,Studienreferendare und Lehramtsanwärter,0,4
2012/13,07G22,Lehrkräfte,7,38
2012/13,07G22,Studienreferendare und Lehramtsanwärter,0,3
2012/13,07G23,Erzieher(innen),0,10
2012/13,07G23,Lehrkräfte,4,20
2012/13,07G24,Lehrkräfte,4,23
2012/13,07G25,Erzieher(innen),0,14
2012/13,07G25,Lehrkräfte,3,31
2012/13,07G26,Erzieher(innen),0,1
2012/13,07G26,Lehrkräfte,6,14
2012/13,07G27,Erzieher(innen),2,10
2012/13,07G27,Lehrkräfte,4,25
2012/13,07G28,Lehrkräfte,4,27
2012/13,07G28,Studienreferendare und Lehramtsanwärter,0,1
2012/13,07G29,Erzieher(innen),0,1
2012/13,07G29,Lehrkräfte,3,27
2012/13,07G29,Studienreferendare und Lehramtsanwärter,0,1
2012/13,07G30,Erzieher(innen),1,19
2012/13,07G30,Lehrkräfte,8,35
2012/13,07G30,Studienreferendare und Lehramtsanwärter,1,0
2012/13,07G31,Erzieher(innen),0,13
2012/13,07G31,Lehrkräfte,5,21
2012/13,07G31,Päd. Mitarbeiter(innen) / Unterrichtshilfen,0,1
2012/13,07G31,Studienreferendare und Lehramtsanwärter,0,1
2012/13,07G32,Erzieher(innen),4,12
2012/13,07G32,Lehrkräfte,3,27
2012/13,07G32,Studienreferendare und Lehramtsanwärter,0,1
2012/13,07G34,Erzieher(innen),3,22
2012/13,07G34,Lehrkräfte,5,35
2012/13,07G34,Studienreferendare und Lehramtsanwärter,0,1
2012/13,07G35,Erzieher(innen),0,16
2012/13,07G35,Lehrkräfte,3,40
2012/13,07G35,Studienreferendare und Lehramtsanwärter,0,2
2012/13,07G36,Erzieher(innen),2,13
2012/13,07G36,Lehrkräfte,7,23
2012/13,07G37,Erzieher(innen),1,17
2012/13,07G37,Lehrkräfte,4,23
2012/13,07G37,Studienreferendare und Lehramtsanwärter,0,1
2012/13,07K01,Erzieher(innen),3,4
2012/13,07K01,Lehrkräfte,48,80
2012/13,07K01,Päd. Mitarbeiter(innen) / Unterrichtshilfen,0,5
2012/13,07K01,Studienreferendare und Lehramtsanwärter,13,7
2012/13,07K02,Erzieher(innen),2,3
2012/13,07K02,Lehrkräfte,28,58
2012/13,07K02,Päd. Mitarbeiter(innen) / Unterrichtshilfen,0,1
2012/13,07K02,Studienreferendare und Lehramtsanwärter,2,6
2012/13,07K03,Erzieher(innen),1,7
2012/13,07K03,Lehrkräfte,42,69
2012/13,07K03,Studienreferendare und Lehramtsanwärter,6,3
2012/13,07K04,Lehrkräfte,19,30
2012/13,07K04,Studienreferendare und Lehramtsanwärter,0,1
2012/13,07K05,Lehrkräfte,13,36
2012/13,07K05,Studienreferendare und Lehramtsanwärter,0,1
2012/13,07K06,Lehrkräfte,11,36
2012/13,07K06,Studienreferendare und Lehramtsanwärter,1,0
2012/13,07K07,Lehrkräfte,35,53
2012/13,07K07,Päd. Mitarbeiter(innen) / Unterrichtshilfen,1,0
2012/13,07K07,Studienreferendare und Lehramtsanwärter,0,2
2012/13,07K09,Lehrkräfte,17,33
2012/13,07K10,Lehrkräfte,10,29
2012/13,07K10,Studienreferendare und Lehramtsanwärter,1,2
